evolution$generation,cost_bridge1,cost_bridge2,cost_bridge3,cost_bridge4,proba_recover,proba_infection,infection_distance,max_infection_ratio,max_size,evolution$samples
5415,99.77612409824604,81.51414749427856,51.719165663034296,26.622487149117422,0.01,0.01,29.71890806681084,0.43,165.0,1
5415,78.63474656050272,100.0,100.0,20.37839018859905,0.01,0.6288950965559915,0.5,0.42,190.0,1
5415,100.0,100.0,94.49883572313963,1.0,0.01,0.9701931764509395,10.745752245086733,0.694,140.0,1
5415,100.0,71.17235736612474,99.34048845677995,68.56534260011921,0.01,0.04670358170105227,77.49549822517126,0.64,32.0,1
5415,98.20809447635423,80.54157325500827,29.230059009257662,83.29402044994548,0.01,0.01,24.98133977122594,0.386,146.0,1
5415,100.0,69.90151446114999,39.37106438860109,30.195719224928858,0.01,0.01,32.152150422233476,0.296,121.0,1
5415,90.0557249258016,100.0,63.88369687170472,100.0,0.01,0.01,30.192784901981437,0.428,181.0,1
5415,87.48104824006195,81.41163261248856,75.0090587723557,1.0,0.01,0.9019507437120471,96.24151592749851,0.886,30.0,1
5415,80.83464786074799,81.92672962899962,34.067651198219124,1.0,0.01,0.04103103400893469,100.0,0.766,37.0,1
5415,82.90455852105484,95.7621659640875,80.11755989012163,21.721464237810796,0.01,0.01,37.189139800252704,0.346,102.0,1
5415,74.11206710380348,64.15104926967194,53.476673083212745,77.12574021157285,0.01,0.3343365034315551,100.0,0.838,40.0,1
5415,70.65595641830971,95.80575773465189,67.36692038907051,100.0,0.01000269284838273,0.01,40.46361772287859,0.274,64.0,1
5415,99.97559768941684,71.05251909766359,45.120581553110284,37.888115530841475,0.01,0.03977814304287249,25.41161969797926,0.478,106.0,1
5415,45.54003295956814,44.42605912862094,93.50815446133353,17.774573697486655,0.048874951056712336,0.10329192885872109,38.89423168149393,0.236,2.0,1
5415,69.60782778218274,55.69610755554067,78.92152892369346,1.0,0.01,0.1440759358872548,42.89034088101607,0.334,45.0,1
5415,82.3840490159306,20.301290694446855,53.89168288214115,76.48823224168763,0.010525776862320152,0.0184635179434362,45.873579778440686,0.354,37.0,1
5415,100.0,38.480142704228854,7.58152923666747,66.93427484338413,0.01,0.239490166820125,51.65568326639592,0.584,29.0,1
5415,61.3481621052563,59.38887437063037,87.4733582635365,36.477671090614955,0.01,0.01,28.865158861864284,0.286,137.0,1
5415,60.128812888178224,100.0,5.597448208921266,26.33638449610762,0.01,0.01,24.669100141277937,0.312,81.0,1
5415,96.67935423788835,95.71774167689667,43.56102811386979,18.957532155827725,0.01,0.01,25.50830693766886,0.576,237.0,1
5415,31.061245602927876,1.0,58.04741597822518,59.14289748526746,0.01,0.017783608032511784,20.43030895585829,0.29,66.0,1
5415,100.0,60.560988628512014,42.96326433568799,40.174460202162976,0.010032374779430255,0.05172068865291156,22.69853247899153,0.504,126.0,1
5415,34.39069402762115,93.98858583291157,46.55530175675828,100.0,0.014278538052485554,0.0211194969119837,50.42175917063968,0.208,28.0,1
5415,83.23121913311186,76.26975499681637,22.07938242670566,71.10735869021805,0.01,0.289253115624581,15.465453325866337,0.58,81.0,1
5415,39.16410765255408,61.65973883524616,25.02770613762374,89.50136801898692,0.01,0.38735206999562005,37.688362131440435,0.376,32.0,1
5415,100.0,100.0,17.77770631961025,100.0,0.010149372032838678,0.0642559187225581,62.361122420427584,0.65,32.0,1
5415,62.28761338458941,100.0,95.57657666522941,1.0,0.01,0.5799515184793492,44.92025979592263,0.566,40.0,1
5415,28.740668737735277,53.313713353459114,44.06920930179283,23.40544897421378,0.01,0.01,46.033689945795246,0.492,122.0,1
5415,100.0,100.0,83.96719549407854,63.54987805805925,0.01,0.014730151440699306,44.49166573937207,0.376,89.0,1
5415,100.0,61.34727691855484,47.74707640686951,30.074585127579272,0.01,0.01,27.952223269314537,0.346,112.0,1
5415,45.99557012138589,40.69365346728404,1.0,95.32435999530192,0.01,0.6395312079317103,29.527709306092504,0.786,100.0,1
5415,64.68397637583472,73.103001440876,91.85004431869376,22.684685270032507,0.01,0.6860313647507502,35.255220181573094,0.842,101.0,1
5415,100.0,88.50381899436012,60.68308308004754,27.306434665324264,0.01,0.13509594723262086,24.14522671740626,0.576,77.0,1
5415,100.0,61.13972894667881,45.87135256968028,22.682649161564992,0.01,0.01,23.169689451963336,0.444,182.0,1
5415,28.294541211352712,1.0,86.31049772513094,77.10534873643199,0.020958680235405945,0.01,45.16512282085792,0.138,20.0,1
5415,72.90849704265744,92.68302316415559,92.43936697432676,23.320178931317653,0.01,0.11532993572789554,33.796086857720034,0.418,50.0,1
5415,79.83944589962,89.05303806976558,55.484528985964644,30.250877841450787,0.011541758477826894,0.5345234439482532,34.2655533834853,0.62,39.0,1
5415,27.330861219918912,31.341636401485633,99.85692354249774,82.01796838547834,0.01,0.34462579455496584,16.791745775788986,0.766,88.0,1
5415,31.930040782956922,56.85211870845417,25.763284880869577,100.0,0.01,1.0,24.95138320360248,0.724,44.0,1
5415,70.49807690215314,81.14305725999898,68.55050258686958,27.013288308670237,0.01,0.14005566356205232,16.94001446121338,0.578,122.0,1
5415,81.53531099353216,99.2897506846996,100.0,10.8771418319932,0.01,0.14823704586981584,54.156350841754154,0.406,49.0,1
5415,62.23772385798537,66.99101432713917,52.00905108337,55.292385962499765,0.010006545347823664,0.24573429580993797,34.51946283020141,0.42,25.0,1
5415,74.01838031380335,35.4118751314708,100.0,74.91905639895424,0.012961723579970545,0.01,29.06610979467673,0.052,12.0,1
5415,93.2331114615804,100.0,100.0,17.10895714245954,0.01,0.01,24.954065157617425,0.39,152.0,1
5415,60.975255475492574,100.0,81.86677340762107,100.0,0.01,0.01,22.529780510417197,0.34,134.0,1
5415,84.01012020906273,100.0,37.55363542043667,44.48548617097386,0.013204254018885623,0.01,28.80771805483828,0.302,107.0,1
5415,34.98301165332254,74.3883542557002,100.0,1.0,0.01,0.021633828432340373,26.91984567152377,0.49,181.0,1
5415,18.810427844544723,26.741623564644815,72.9329640518113,1.0,0.29419274677359253,0.5633730363784195,94.34397553058524,0.614,0.0,1
5415,58.34684186078837,71.95321542057121,45.32863848639263,1.0,0.010001228013439853,0.6563980485696367,5.089460654521459,0.612,161.0,1
5415,64.3345622295764,56.83154436960071,62.58831940021892,30.9028893702114,0.01,0.2501649593067019,34.500127444955645,0.694,62.0,1
5415,73.58288116932701,54.14103400632568,63.072251128186345,59.379226523384915,0.013238750825391239,0.7572754126059685,75.61149594493783,0.868,8.0,1
5415,94.73739503193406,38.598042664309396,46.77100535488348,12.827113773872318,0.01,0.8117742504526149,7.389812194018204,0.634,111.0,1
5415,25.937797483130787,48.601889952078714,42.083219367551784,24.504593546327143,0.01,0.01,36.28772969172955,0.28,56.0,1
5415,99.57869962213063,20.6671929985694,85.82564123668983,67.44262381768446,0.010004200189530911,0.01,33.33877907017906,0.424,82.0,1
5415,47.31809408295721,38.22764681061961,100.0,60.18110576518628,0.01,0.01,34.37061941662089,0.518,177.0,1
5415,51.64768533762786,93.23422779095343,100.0,1.0,0.01,0.9370851350494814,43.73433345824093,0.522,35.0,1
5415,100.0,100.0,71.56611920759664,1.0,0.010026182944789293,1.0,100.0,0.862,44.0,1
5415,58.66078808055441,22.12534746137869,100.0,26.856199487801522,0.01,0.01,49.58654573256014,0.228,35.0,1
5415,68.1246635190144,32.43627773516263,98.60398507683506,10.11106365976992,0.01,0.01,54.46968677033153,0.31,39.0,1
5415,62.928475862082195,23.28953779702863,99.07006870132162,26.624112208344272,0.01,0.01,39.198007432229026,0.258,70.0,1
5415,77.11499632723584,53.81088926484092,70.02579283809956,15.982088923469023,0.01,0.32234151552996426,9.115979413177055,0.586,152.0,1
5415,24.24371200886973,50.54586089282162,1.0,100.0,0.01,0.5950841937951697,22.76248870767977,0.566,36.0,1
5415,99.72104473481879,89.24742524131057,37.403532342590104,33.46330170987229,0.01,0.048329072892947245,21.889810668153558,0.518,182.0,1
5415,91.76283195507305,14.383306660918654,73.89020581853532,46.76891331993234,0.01,0.30440461026730614,95.21574244658353,0.888,6.0,1
5415,85.97520619436962,100.0,100.0,23.224935012709096,0.01,0.22661873921224365,76.43363897650308,0.776,51.0,1
5415,39.518157777534796,66.3351759946174,95.2220024391938,1.0,0.01,0.13438305533195036,19.21987502777131,0.632,107.0,1
5415,91.45917885609953,64.23298637796489,31.63121753368733,55.86222710909806,0.01,0.029786422094624135,22.877884548974812,0.51,155.0,1
5415,68.59230107120389,40.52652334920124,59.43274229077058,48.37311293784946,0.01,0.09396879169734393,45.74379519330743,0.478,33.0,1
5415,100.0,50.351332648220556,73.01939843178707,1.0,0.01,0.8440491507074859,92.9647664593482,0.822,36.0,1
5415,1.0,62.29843276364218,71.41965296770618,64.38699383279314,0.01,0.046164350279891415,32.64425566999291,0.41,14.0,1
5415,96.73817948115443,100.0,92.17096624647805,41.34049849195766,0.01,0.01,26.695633511774975,0.414,168.0,1
5415,51.782300159924525,70.44014690369677,5.598612965770088,89.18507044631451,0.015450150804118486,0.01,44.50105647516683,0.15,53.0,1
5415,63.70721567545341,100.0,67.30585075471163,40.416199416544,0.010008272131827823,1.0,11.941837051416417,0.754,155.0,1
5415,84.24019060646206,86.5108988901661,100.0,100.0,0.020210223789656145,0.01,49.355476577894805,0.134,50.0,1
5415,52.4350197693683,100.0,58.37656700381267,22.546105719968878,0.01,0.19336602613044582,22.972454308186094,0.496,70.0,1
5415,31.3963816725518,65.91352988671522,88.4080197125333,6.337423705422378,0.01,0.5788852832086524,23.065458539971527,0.65,70.0,1
5415,55.93629542385337,71.4565565504196,76.08469332278501,1.0,0.01,0.4262246541640803,8.437510452574273,0.658,144.0,1
5415,100.0,100.0,35.110687912762195,100.0,0.01,0.01,42.447001796648934,0.322,95.0,1
5415,19.134944412906194,59.84875288946522,10.487818349721886,7.43551383201287,0.010003271210952224,0.010013784672734862,100.0,0.6,7.0,1
5415,100.0,85.57471098615207,34.0526918395735,78.0347058559066,0.01,0.01,42.83235202326304,0.258,67.0,1
5415,79.98022470002704,92.87294785710128,70.58281440807272,30.789442874576828,0.01,0.8373413290753325,9.90328785180608,0.774,163.0,1
5415,59.816284930025276,76.44103499196994,75.8652352473092,91.82767322392685,0.01,1.0,15.686580592757895,0.762,98.0,1
5415,1.102766811394277,29.614848094696224,30.091008235849554,54.75083214811906,0.010030490597134022,0.23010306910241043,26.001648240692866,0.632,12.0,1
5415,99.51994343808565,61.1394690989507,66.35682683499518,57.38072761519091,0.01,0.2857293186146336,46.690415119459345,0.554,26.0,1
5415,70.17782394351981,99.93145877856287,59.087017523096705,12.105236397334151,0.01,0.055497951706975496,32.887097768464486,0.544,85.0,1
5415,100.0,72.2303226098975,32.87729377838531,59.96327148029826,0.01,0.2523255721984055,21.904944380810687,0.688,118.0,1
5415,47.10189031858069,71.08577678237081,75.5291016961492,28.688802245491818,0.01,1.0,100.0,0.822,28.0,1
5415,87.28644891203649,60.451147692723794,95.83082376753576,1.0,0.010007094598336007,0.011986303854546066,39.738578084304194,0.302,75.0,1
5415,60.66251504435243,100.0,100.0,42.6775890217121,0.017996624625100606,0.01,58.20041389691037,0.224,43.0,1
5415,22.129378677376142,27.80683836548034,1.0,100.0,0.01,0.06353046938324393,33.469792080360165,0.118,12.0,1
5415,35.22895190159335,56.9942162029403,94.52958436409843,100.0,0.01,0.638293219860532,38.06677755127648,0.51,14.0,1
5415,100.0,1.0,100.0,72.31220740264104,0.010013644485190406,0.01,40.844350080309546,0.306,26.0,1
5415,54.94443424548433,54.19036249567364,3.82999801439907,18.6822439890335,0.01,0.011793114509967529,58.061498290994365,0.342,10.0,1
5415,100.0,85.025314936626,100.0,43.90478544954814,0.01,0.874867048860705,100.0,0.954,7.0,1
5415,62.54071464320089,47.700821899006485,8.918276419971694,6.050703294455601,0.01,0.7835884320534136,32.76491970252777,0.558,12.0,1
5415,74.68929311335563,58.424999788802644,91.69152212853056,49.6101026021737,0.01,0.1288499693412012,87.4224995294763,0.804,36.0,1
5415,73.6773834145807,100.0,63.650055791329976,18.186052710481754,0.01,0.01,33.19727022142684,0.484,207.0,1
5415,100.0,100.0,91.98557501338634,22.334582665852764,0.01,0.25377117938051674,40.6525353162503,0.71,88.0,1
5415,1.0,99.33006654685887,28.139245554811392,37.28695459635056,0.5155157095492175,0.49335182302126906,92.35382975963064,0.454,0.0,1
5415,90.71508677729942,92.90742148816392,100.0,13.042404570276913,0.01,0.01,34.005150361249804,0.338,121.0,1
5415,73.45841348390667,100.0,20.85813593280782,79.02754842154727,0.01,0.01,31.85636885837847,0.32,108.0,1
5415,78.8500690598294,87.5465064922831,39.90675377935652,13.820745927217297,0.01,0.1689809195655265,21.620126019269637,0.04,5.0,1
5415,80.90362359279833,34.20340166087897,75.58600540793528,1.0,0.01,0.01,28.002023852582198,0.522,195.0,1
5415,95.05712221560789,10.64146563077234,1.0,7.595344310860374,0.010001324089876244,1.0,46.78013168151604,0.652,9.0,1
5415,100.0,66.60221742458096,30.44535409515646,29.49522458138354,0.01,0.08225595997100016,30.309930002460565,0.532,94.0,1
5415,56.28745757103717,76.48152695250552,100.0,98.72820628173474,0.01,0.12747899322600728,58.180480557114414,0.674,29.0,1
5415,82.03232490863107,78.72319988606804,64.8887135352588,35.10754120533635,0.01,0.20360664520025096,21.3812008873297,0.65,101.0,1
5415,77.86124490807329,27.52003625194669,1.0,89.23630622693231,0.01,0.01,38.63304704456582,0.432,97.0,1
5415,50.457716522694795,33.19350242145913,37.49383333698088,49.95292572312965,0.01,1.0,100.0,0.864,35.0,1
5415,82.2316689721306,97.26083691245826,43.57145270979593,1.0,0.01,0.01,13.089212988142434,0.55,221.0,1
5415,100.0,100.0,62.08385005368758,100.0,0.01,0.01,37.359625410306094,0.25,105.0,1
5415,92.95043849982251,38.603788123352146,81.57567038145761,9.37943852215123,0.01,0.03011278980660919,25.746323609047998,0.532,104.0,1
5415,19.558209293919408,7.997864847113674,38.665983664226374,55.70726008611486,0.01,0.01,28.12623395106886,0.54,83.0,1
5415,79.10523922104038,100.0,42.25225106063364,18.306862132036503,0.01,0.7645416875447424,20.197585138300415,0.748,76.0,1
5415,52.02333299598429,97.16435829255717,61.9126465883644,83.31470741696145,0.01,0.01,48.43193114464489,0.506,97.0,1
5415,100.0,100.0,100.0,42.111335964960745,0.01,0.012711325765122187,35.62739442031187,0.434,171.0,1
5415,93.9483413258643,78.68069160810632,81.17444816445817,38.6835375890234,0.01,0.0686999905266509,20.60816292711293,0.552,169.0,1
5415,92.5861963525998,100.0,15.251123255313876,27.63030416563331,0.01,0.01,17.929950335638157,0.532,188.0,1
5415,83.51476640283127,79.01895946008042,87.04618248638533,1.0,0.01,0.8733232521337067,100.0,0.892,21.0,1
5415,100.0,39.187112059432245,100.0,1.0,0.01,0.01,17.109747205164528,0.524,239.0,1
5415,66.18276511411949,51.536685583349914,100.0,98.03162589866083,0.01,0.01,47.859415647756194,0.256,47.0,1
5415,98.485504612537,38.42734189105127,81.03718630606159,74.42016659022681,0.01,0.8893816041188531,38.29366357741453,0.4,31.0,1
5415,80.8761506848475,99.26097808760196,30.560625887696975,52.46338008693288,0.026038599981657924,0.07777967434474858,43.040502600817184,0.288,7.0,1
5415,98.3690753973515,21.393801375066147,27.886206314935304,22.081849430151387,0.01,0.01,18.202647215842546,0.528,165.0,1
5415,73.29562482245902,72.17165577311647,54.4576690288896,54.94775224247259,0.16597506147720134,0.7098470578573879,56.76636491105194,0.57,0.0,1
5415,95.79431976833622,16.861564846219643,7.217893890520687,52.53352852216399,0.05935079758912353,0.42682113618463163,77.33197474629249,0.746,0.0,1
5415,67.05206938454926,100.0,5.307398968290741,1.0,0.01,0.7368870288116314,7.493434133755832,0.744,25.0,1
5415,75.5850969693659,89.21682722005234,72.98403100444182,41.93089075545922,0.01,0.01,38.89929584690541,0.288,75.0,1
5415,100.0,71.88523930154902,81.82071357246473,55.85429977315555,0.01,0.35187728458846435,21.747442446991172,0.714,65.0,1
5415,92.94362140891778,62.78325216955886,47.886498227972105,40.497725387275345,0.01,0.6076361690272011,21.33303820993245,0.716,106.0,1
5415,80.68836010790191,100.0,45.27276913857199,39.2270171936012,0.01,0.41414426575625307,13.157366091342125,0.792,136.0,1
5415,52.3693026606703,89.63758667503407,50.87447707518834,21.11376449004103,0.01,0.01,34.16253943636446,0.478,184.0,1
5415,74.58261458788347,52.93801342306235,1.0,65.75283389063372,0.014120069314878931,0.20030046294005097,59.69081931136797,0.636,40.0,1
5415,66.18981911267531,100.0,95.79593434531786,40.53661787585275,0.01,0.01,35.41453924466778,0.468,142.0,1
5415,99.99034242390005,73.27699880910782,72.34117909086872,1.0,0.01438790621821304,0.01,42.09167192356505,0.196,67.0,1
5415,89.70247019000247,97.82495565929857,100.0,26.23599931823228,0.01,0.06598527192349178,24.107363116888287,0.564,117.0,1
5415,100.0,63.558264049052156,40.13963760010806,53.272400063686014,0.01,0.01,23.246013492803826,0.404,180.0,1
5415,54.880132859330736,86.9515540873462,29.243651960107833,37.09233011495919,0.010011093850287383,0.1729421550102145,34.758255027303655,0.47,57.0,1
5415,93.97024481846526,70.69580148729814,44.40089501322063,79.37018443984938,0.01,1.0,61.500836847619276,0.78,42.0,1
5415,97.57797282320699,68.71729348278208,58.454105495081166,23.04542567647305,0.01,0.01,38.20804100217848,0.424,146.0,1
5415,52.793036433897754,21.14525383702154,89.34607654404724,1.0,0.01,0.024412314819384297,49.85253757527675,0.25,24.0,1
5415,99.81521318788319,41.963301234389434,52.14857395601124,33.43728045127754,0.01,0.1162690685686851,31.3496802644774,0.556,71.0,1
5415,71.87566632438292,83.11079810571722,1.0,74.82718702906021,0.01,0.01,21.96970188382962,0.548,239.0,1
5415,35.17019349100796,66.18712762824057,100.0,28.528204815822598,0.01,0.604596841490416,37.071693329857716,0.446,39.0,1
5415,1.0,82.9740875158737,73.46119163402057,81.23849633249722,0.01,0.01,23.531391935526468,0.142,65.0,1
5415,1.0,63.338588624742954,32.85718213681325,45.436753506454885,0.01,0.02020682712687672,68.11055379445986,0.484,14.0,1
5415,26.932803087132445,32.708573744238706,12.105522162099716,35.407029296805256,0.01,0.9945087474206182,34.55832422809492,0.332,18.0,1
5415,96.44842898401026,100.0,66.70178126379352,6.807997014277612,0.01,0.01,19.102877994323382,0.388,160.0,1
5415,52.67166115511822,87.17592875195906,50.197891070808865,10.693106178520589,0.01,0.9320397899538596,43.967348572549945,0.6,39.0,1
5415,76.13808190793654,100.0,80.60436982683113,54.500955667752535,0.01,0.5357568945058244,16.326842817418786,0.824,113.0,1
5415,88.135339597103,74.85699327182132,58.521031453973066,14.348313682442882,0.01,0.3662126646578598,100.0,0.802,48.0,1
5415,36.662846765521444,43.792123225113826,1.0,52.36481233889417,0.01,1.0,100.0,0.964,10.0,1
5415,1.0,86.27644977507606,1.0,90.93155567856775,0.01,1.0,44.69001418223584,0.602,15.0,1
5415,19.221550243183223,100.0,89.70857504446565,38.6629684064673,0.01,0.04421015682667888,16.000208114259273,0.472,83.0,1
5415,91.52723844717686,49.7678073402731,1.0,82.55142413492258,0.01,0.01,38.54413742566518,0.336,74.0,1
5415,70.87940356329189,94.23183058180814,62.5675598225383,29.654973503886186,0.01312278574158224,0.02444205075453046,44.847032231584784,0.236,66.0,1
5415,100.0,95.13640074379522,30.56709608271905,95.21355821585864,0.01,0.6159509626703555,0.8312575994978527,0.436,207.0,1
5415,49.51898960228202,82.10291604001479,100.0,29.620966794478022,0.01,0.4154118556237516,5.118498028162884,0.632,206.0,1
5415,34.62569768020828,1.0,100.0,1.0,0.01,0.01,51.48655719584475,0.262,21.0,1
5415,85.396708106121,1.0,100.0,1.0,0.012029861693420647,0.866840142035147,10.074878650370882,0.686,7.0,1
5415,33.76239981446936,100.0,84.75066534365871,39.672941227520006,0.01,0.01,24.219294067109193,0.542,172.0,1
5415,19.76081933129739,1.0,25.259595570270506,100.0,0.01,0.4140018835589426,0.5,0.192,44.0,1
5415,1.0,87.01771236446578,17.124559291608332,1.0,1.0,0.21477243042907598,91.44761126818558,0.21,0.0,1
5415,98.46938075671893,98.55538346469137,14.39236876135934,51.9813137115021,0.01,0.9999999999999998,5.6567658285081555,0.678,134.0,1
5415,90.35469363387638,22.304648663651253,49.163650802792475,71.08178287813912,0.01,0.908464291507871,28.9933494207523,0.786,64.0,1
5415,52.123207995062806,89.69556181280078,37.96161934978919,74.8191681055258,0.01,0.01,28.33891937275522,0.504,144.0,1
5415,1.275215086144572,67.6261757979758,100.0,79.42004828812262,0.01,0.01,20.162944818274216,0.226,91.0,1
5415,100.0,90.36805450616589,9.790013863596544,62.30613391418591,0.01,0.034065605661867684,73.10650334206797,0.682,30.0,1
5415,100.0,97.59725599558399,100.0,49.060714408910854,0.01,0.7662517172648478,9.074571200914527,0.704,168.0,1
5415,91.68913670617654,82.78157099587332,42.67294245834173,17.693443018644516,0.01,0.02461658738453429,20.68155346209811,0.462,110.0,1
5415,95.10699251641377,81.32119739392505,40.09496000249318,40.941236422930324,0.01,0.6953078934316717,16.080695012142975,0.646,81.0,1
5415,84.53483913006916,87.73523121283205,48.08275541204145,44.154107540600386,0.01,0.2484625085222763,23.812766500751263,0.696,107.0,1
