evolution$generation,cost_bridge1,cost_bridge2,cost_bridge3,cost_bridge4,proba_recover,proba_infection,infection_distance,max_infection_ratio,max_size,evolution$samples
33033,64.39490440502175,52.83437343958949,42.79998797493752,62.31788175845202,0.02969729706056655,0.526537459882371,86.46744311896467,0.853,3.0,22
33033,72.15262794299028,92.65419907549186,97.38185340849039,1.0,0.01,0.4476210202485441,8.3189635524731,0.624,144.0,1
33033,78.20270864798754,77.74462532081985,39.30264220494368,1.0,0.01,0.2168434948098075,11.92210299446622,0.608,143.0,1
33033,95.53304583543249,98.78338734538322,85.5113792556074,1.0,0.01,0.01790710132946336,29.10117387635098,0.476,192.0,2
33033,93.05968249610414,98.7937421481178,85.06037570035876,44.690935501466384,0.01,0.014660029349308133,30.841154884387922,0.448,163.0,1
33033,12.11104481766554,9.619494475070024,48.14932245767826,56.775589355717365,0.49056628754933057,0.40697605695253963,69.97798350029763,0.312,0.0,68
33033,26.16970859644821,88.19550277445393,100.0,63.24018499449874,0.012133598743930668,0.01,38.59826379328424,0.278,44.0,1
33033,97.88954045781072,99.85299961080062,61.34038964409426,67.9812891382613,0.01,0.08738362619762219,18.720535313202326,0.58,138.0,9
33033,59.719906786384215,1.0,95.48889825249996,94.62521678524165,0.01,0.01,23.84192993613223,0.274,98.0,1
33033,91.98867164496592,71.82936936481032,74.90360734542422,42.77196535873556,0.01,0.16922185104224352,19.591108934199553,0.6,106.0,7
33033,36.70950694021748,3.9759134450897844,94.84783450640056,100.0,0.01,0.01,15.771738369037761,0.20400000000000001,90.5,4
33033,100.0,100.0,100.0,63.321595786600994,0.010658759717529357,0.8831639564116823,9.708087499056889,0.76,123.0,1
33033,54.04410289300353,22.27886920822956,79.48865250226346,61.99126855996542,0.01,0.01,51.07781000260014,0.278,33.5,60
33033,91.60790110206803,16.190498261321714,11.327818969128828,44.85000681057149,0.4681127478865881,0.7986853016632559,82.99534910619032,0.474,0.0,77
33033,89.81875441486385,94.9961269781099,90.00169725355515,74.05967247817486,0.01,0.41457138398717086,32.85164703646674,0.682,47.0,1
33033,94.59293419849791,21.05131646094545,76.73027599481696,44.65757974035528,0.2347628771667388,0.535202694246331,69.16980428932645,0.526,0.0,70
33033,1.0,72.93910162811433,68.5566552372373,67.82671181162387,0.01,0.24145838416052046,46.11277510520249,0.436,13.0,1
33033,53.104994490855624,58.43400981955038,59.1467438483806,63.52416179100804,0.01,0.9806587004334286,29.459577778165517,0.51,44.0,49
33033,100.0,57.92092643856545,83.43517064549326,1.0,0.010880728917769828,0.3595821819200226,10.507543177488815,0.714,150.0,1
33033,70.05145183258763,29.945617789128796,76.66811496236005,12.044402123815868,0.01,0.07059606696823818,22.742868439512947,0.53,78.0,21
33033,83.71664376483034,91.20738889052045,59.223876709967016,29.96229279880496,0.01,0.3660536297627906,28.089210885592422,0.57,69.0,37
33033,100.0,55.01468736939942,55.744689360320876,100.0,0.01,0.014982329187360952,47.01703390782895,0.308,42.5,32
33033,85.1798111197248,95.94752668696496,65.61753134770437,6.699044359774879,0.01,0.03292688540263521,19.864848502276182,0.42500000000000004,128.0,6
33033,100.0,65.48795849328303,100.0,3.0318236121799087,0.01,0.8686215809043283,59.59657327565063,0.79,35.0,22
33033,46.424823345634984,72.13347265022894,54.24153741391567,68.80879709138753,0.010088954465798125,0.013839741744325083,33.9903030194293,0.326,50.0,1
33033,76.26970760804807,85.00266151097826,48.80054100555477,37.61751856985793,0.01,0.4803599800690473,9.687110179769869,0.682,158.0,1
