evolution$generation,cost_bridge1,cost_bridge2,cost_bridge3,cost_bridge4,proba_recover,proba_infection,infection_distance,max_infection_ratio,max_size,evolution$samples
19727,43.29096836298147,81.18156712932522,43.97826788676455,39.10846804782719,0.01,0.01,17.99517962581027,0.376,175.0,1
19727,100.0,99.89000263990091,72.71757034934676,48.35498957027715,0.018475440571451937,0.9963623557364795,71.06596796254095,0.848,5.0,1
19727,69.93671371224505,87.1821495712676,77.62412639918323,1.9787671986455402,0.01,0.013448483878818899,16.65819412606674,0.486,193.0,1
19727,73.13312569541165,70.14757472462284,99.35378106391398,47.64085883162321,0.010001965527131236,0.11322888137526096,15.941117230232871,0.624,148.0,1
19727,78.65514638600514,100.0,29.04480727689921,83.20114698485531,0.01064098741627961,0.04869455088495842,26.842691426221567,0.614,149.0,1
19727,100.0,91.87722581358342,29.424153696541605,39.76755058690286,0.010097497947593336,0.01,23.516591813263062,0.478,194.0,1
19727,92.77811270413639,100.0,81.2282988700701,99.40878056370332,0.0100623247106841,0.013543704267227159,19.904056401475973,0.458,165.0,1
19727,96.53303609904218,98.28918440273897,1.0,34.94204244178566,0.02928083647759243,0.014755400552230638,67.95079567742728,0.3,8.0,1
19727,65.67486801806952,67.83607479586044,100.0,100.0,0.01,0.02935167337293996,36.64741416265097,0.276,41.0,1
19727,98.76463995966658,65.08349909632875,100.0,100.0,0.010022457933342409,1.0,4.485992427234875,0.57,137.0,1
19727,82.94584576896379,83.71341824962212,100.0,100.0,0.011896254952602048,0.01,28.340936469255485,0.276,95.0,1
19727,100.0,100.0,87.0228383326957,90.87637042068584,0.01,0.01,18.607188016813836,0.218,92.0,2
19727,91.1312527740643,86.81695831429252,47.783332579274685,5.342645833438416,0.013395788580943351,0.01,62.81649747178293,0.274,37.0,1
19727,1.0,100.0,73.35451843528011,1.0,0.01,0.08187851599239893,30.723847935840322,0.48,9.0,1
19727,100.0,71.1405262018111,100.0,100.0,0.011118918102410925,0.04577085878554445,79.21483667807335,0.69,45.0,1
19727,26.06294652490744,27.774726104862747,56.00132731149814,94.54351800235693,0.015651216662620676,0.3624092450365866,46.916299598903045,0.53,8.0,1
19727,100.0,100.0,2.6618754959661026,100.0,0.01,0.04758839329052835,60.82945131276995,0.424,18.0,1
19727,83.12980800480015,70.07940398275288,74.95270160969412,1.0,0.03246006176114745,0.01,39.58067944734772,0.071,29.0,2
19727,54.98453619883731,89.74626580546979,88.53963524723237,53.644237806891745,0.01,1.0,25.014898500139257,0.502,48.0,1
19727,100.0,100.0,94.77780964367966,87.92193875827124,0.01,0.2788368911163839,19.33014491505345,0.674,91.0,1
19727,77.52947753945078,94.0721147413831,71.7077308902728,51.87011058378355,0.01,0.01,19.27575578290063,0.492,156.0,1
19727,95.8274766013976,98.55557378272195,68.69901215231103,1.0,0.01,0.09396146470382846,26.65657224601623,0.534,77.0,1
